"reward","event_id","action","action_prob","model_id","observation","sample_prob"
"0","323493832981218408542816864611756802050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, 1.3092965471771885, -0.006375898209701249, 0.7126634860035277, -0.07964806216483855, 0.2991063032302663, -0.13496697376644604, -0.31045634029733404]","0.47853134502632333"
"1","323502023588659133189338101343193268226","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -1.0488162465408597, 0.13992657242483142, -0.3008415714120336, -0.00723259238826458, 0.14678668147083523, -0.13496697376644604, -0.23248767288089903]","0.18501180715182997"
"1","323505423269112620272763424156251455490","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.7119429902954242, -0.055143388421212136, -0.4851152182148629, -0.00723259238826458, 0.37526611410998184, 0.19114303656905687, 0.0014183293684060325]","0.7127770342785007"
"1","323509715058676017971930866432041156610","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.387697285599796, -0.005493000761081634, 0.18638569302573693, -0.10391087863272302, 0.896937132806357, -0.0016621716362204277, -0.23401237292774243, -0.8337741387710952, -0.5443623425466392]","0.7598776344092124"
"1","323514819729186812022502834626612035586","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, -0.022742379839157223, -0.3750697340499888, -0.006375898209701249, 0.8048003094049424, 0.0651828773883094, -0.462491805566889, -0.973535571772025, -0.5443623425466392]","0.22819378856142136"
"0","323519543312235912462310161716931067906","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 1.1970054617620431, -0.006375898209701249, 0.8048003094049424, -0.0740776414127944, 0.2991063032302663, -0.3213155511010191, -0.3884250077137691]","0.532720631457159"
"1","323524487149576802557675182701581303810","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, -0.39297839481344826, 0.037330773628088634, 0.2991063032302663, 0.05138160356812705, -0.07655033804802899]","0.5400455103364881"
"1","323529699570388616008445461958073909250","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.5917970971015084, -0.005493000761081634, 0.07409460761059179, -0.006375898209701249, 0.34411619239786906, -0.0016621716362204277, 0.6037455467491284, -0.3213155511010191, -0.5443623425466392]","0.3130807746262605"
"0","323534312234010196478180158086862471170","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, -1.0488162465408597, -0.006375898209701249, -1.6828939224332535, 0.037330773628088634, -1.30024972524376, 1.3092345005764954, 1.7167290125299766]","0.2719104206206375"
"1","323537852148311333808783837630563483650","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.06119915803269455, -0.005493000761081634, -0.2627786486348436, -0.006375898209701249, 0.5283898392006984, -0.05736637915666194, -0.23401237292774243, -0.6940127057701654, -0.46639367513020413]","0.46601778592012977"
"1","323541668568899645921925718642651168770","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, -0.005493000761081634, -0.48736081946513393, -0.10391087863272302, 0.8048003094049424, 0.009478669867867875, -0.5386516164466045, -0.973535571772025, -0.5443623425466392]","0.01806473750901083"
"0","323546152882897953283433513230240186370","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, 1.3092965471771885, -0.006375898209701249, 0.5283898392006984, -0.035084696148485334, 0.22294649235055078, -0.041792685099159496, -0.154519005464464]","0.06666962496015871"
"0","323552114802127151674138243570353700866","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, 0.029005757395069543, 1.4215876325923336, -0.006375898209701249, 0.4362530157992837, -0.15206353194141253, 0.37526611410998184, 0.1445558922354136, -0.07655033804802899]","0.5060582687826831"
"1","323558126635098734052774025527454466050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.06119915803269455, -0.005493000761081634, -0.2627786486348436, -0.006375898209701249, 0.5283898392006984, -0.1297818489332359, -0.23401237292774243, -0.6474255614365221, -0.46639367513020413]","0.19734273257224721"
"1","323566085896304917048128672952705220610","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, 0.972423290931753, -0.006375898209701249, -1.1300729820247655, 0.09303498114853015, 1.5176632773057148, 1.5421702222447118, 0.5471990012834512]","0.37947042566112066"
"1","323570345202321683898218518033326014466","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.3469235014261823, 0.029005757395069543, 0.5232589492711723, -0.006375898209701249, 0.4362530157992837, -0.00723259238826458, 0.6037455467491284, -0.2281412624337326, -0.5443623425466392]","0.31180373099599934"
"0","323575808776408667566938968824141185026","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, 0.011756378316993955, -0.7119429902954242, -0.006375898209701249, -1.0379361586233509, -0.07964806216483855, -1.0717702926046133, 0.7036016242391329, 1.0929796731984964]","0.32708055913113576"
"1","323583668210130082589228248384014516226","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.6734216289932837, -0.005493000761081634, 0.41096786385602724, -0.03075964331545669, 0.15984254559503971, -0.035084696148485334, 0.9083847902679906, -0.041792685099159496, -0.46639367513020413]","0.7417339953194465"
"1","323587783320891073479622040898944237570","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.5917970971015084, -0.03999175891723281, -0.7119429902954242, -0.055143388421212136, 0.15984254559503971, -0.15206353194141253, 0.0706268705911197, -0.5076641284355923, -0.46639367513020413]","0.3604597891362473"
"1","323591844556501554669567085961838460930","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.9365251611257145, -0.006375898209701249, -0.3008415714120336, -0.00723259238826458, 0.22294649235055078, -0.13496697376644604, -0.23248767288089903]","0.36354917508116213"
"1","323598597172792645418360999870576328706","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, -0.022742379839157223, -0.2627786486348436, -0.055143388421212136, 0.5283898392006984, -0.023943854644397033, -0.005532940288595828, -0.6474255614365221, -0.5443623425466392]","0.211636033578267"
"0","323604819752676515740134780654584987650","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, 0.7478411201014626, 0.018007846896054197, -1.6828939224332535, -0.00723259238826458, -0.08169275116831136, 2.0080416655811444, 1.7167290125299766]","0.25173912042927793"
"1","323609226423075559122591733569102675970","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.387697285599796, 0.011756378316993955, -0.3750697340499888, -0.006375898209701249, 0.896937132806357, 0.05961245663626524, -0.6148114273263201, -1.0667098604393115, -0.5443623425466392]","0.3690566070332829"
"1","323613761443097875612576404182670639106","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, 0.011756378316993955, -0.2627786486348436, -0.006375898209701249, -0.024431101207789616, -0.00723259238826458, 0.7560651685085595, -0.041792685099159496, -0.46639367513020413]","0.7082115899338592"
"1","323618407382547712074032073442067611650","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.03999175891723281, -0.7119429902954242, -0.006375898209701249, -0.3008415714120336, -0.00723259238826458, 0.37526611410998184, -0.041792685099159496, -0.23248767288089903]","0.4167740758417493"
"1","323622978847524785125612037085852729346","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.5917970971015084, -0.005493000761081634, 2.5444984867437848, -0.006375898209701249, 0.34411619239786906, 0.026189932124000333, 2.27926138610287, 0.7501887685727762, -0.5443623425466392]","0.5301534398522353"
"0","323629549239042093067827853527803363330","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, -0.9365251611257145, -0.006375898209701249, -2.696398979848815, -0.13535226968528008, -1.2240899143640442, 2.4273259645839342, 2.6523530215271967]","0.5631754541008762"
"1","323640917688081264857629151149237075970","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.3469235014261823, -0.005493000761081634, 0.18638569302573693, -0.006375898209701249, 0.4362530157992837, 0.11531666415670676, 0.45142592498969736, -0.3679026954346624, -0.5443623425466392]","0.4660676682267192"
"1","323647940472406529247814259042845589506","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, -0.07449051707338399, 2.65678957215893, 0.06677533710756509, 0.5283898392006984, -0.00723259238826458, 1.974622142584008, 0.5638401912382031, -0.5443623425466392]","0.4401877465367481"
"1","323657618192457646637350494278528401410","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.387697285599796, -0.005493000761081634, -0.15048756321969847, -0.006375898209701249, 0.896937132806357, 0.12088708490875091, -0.462491805566889, -0.973535571772025, -0.5443623425466392]","0.09704622974073351"
"1","323671205030047217828604411130571522050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.9365251611257145, 0.018007846896054197, -0.3008415714120336, 0.037330773628088634, 0.2991063032302663, -0.08837982943280277, -0.23248767288089903]","0.4945630686253515"
"0","323685095311499218651572127413795160066","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.9996823061366076, -0.005493000761081634, 0.2986767784408821, -0.006375898209701249, -1.590757099031839, 0.14873918866897168, -2.594966510198924, 1.728518799579285, 2.730321688943632]","0.5960090700696115"
"1","323690039148840108746237964556296126466","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, -0.005493000761081634, 0.2986767784408821, -0.03075964331545669, 0.5283898392006984, 0.037330773628088634, 0.45142592498969736, -0.41448983976830567, -0.5443623425466392]","0.029587806803478056"
"1","323696371855869873894741816524246482946","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.8366706927768345, 0.029005757395069543, 1.8707519742529142, -0.006375898209701249, 0.15984254559503971, 0.09303498114853015, 2.0507819534637237, 0.5638401912382031, -0.5443623425466392]","0.7525977013257596"
"0","323723528893134888282437939426252423170","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.9996823061366076, -0.005493000761081634, 0.2986767784408821, -0.006375898209701249, -1.4986202756304243, 0.13759834716488337, -2.594966510198924, 1.6353445109119984, 2.6523530215271967]","0.47695526628137364"
"1","323729013858825750802529540473934184450","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.022742379839157223, 1.1970054617620431, -0.055143388421212136, 0.9890739562077717, -0.00723259238826458, 0.22294649235055078, -0.5542512727692355, -0.5443623425466392]","0.05088251492954721"
"1","323735486007421541056267557079237132290","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, 0.5283898392006984, -0.00723259238826458, -0.310172183807458, -0.8337741387710952, -0.5443623425466392]","0.5799237693023741"
"1","323739858609710703305059344769856176130","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.8366706927768345, -0.03999175891723281, -0.3750697340499888, 0.04239159200180964, 0.15984254559503971, -0.00723259238826458, 0.5275857358694129, -0.3679026954346624, -0.5443623425466392]","0.407711328060099"
"0","323746295105633362139146260438232203266","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 1.084714376346898, -0.10391087863272302, 0.06770572219362504, -0.096359324420971, 0.14678668147083523, 0.37749161390362995, 0.2353243316177111]","0.1871906586006451"
"0","323752872627685296364453276456989097986","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.9996823061366076, -0.005493000761081634, 0.2986767784408821, -0.006375898209701249, -1.590757099031839, -0.14092269043732422, -2.594966510198924, 1.728518799579285, 2.8082903563600667]","0.7512474727393469"
"1","323758372646727036594769020278021423106","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.03999175891723281, 0.07409460761059179, -0.006375898209701249, 0.896937132806357, -0.029514275396441185, -0.462491805566889, -0.8803612831047384, -0.46639367513020413]","0.15524328378378804"
"1","323764969183537974244216242589475667970","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.7550461608850592, 0.011756378316993955, -0.48736081946513393, 0.09115908221332053, 0.15984254559503971, -0.00723259238826458, 0.2991063032302663, -0.41448983976830567, -0.5443623425466392]","0.7586581865919249"
"1","323771327243579743956608940649340862466","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.46932181749157137, -0.07449051707338399, -0.15048756321969847, -0.006375898209701249, 0.896937132806357, -0.00723259238826458, -0.462491805566889, -0.973535571772025, -0.5443623425466392]","0.681681508793133"
"0","323776182345378618075216673022617452546","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, -1.2222098054261803, -0.01837343389235288, -1.0717702926046133, 0.9365373459073493, 1.3268856754478013]","0.05561176987452188"
"1","323795022802424510135395601616156622850","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, 0.011756378316993955, 0.18638569302573693, 0.09115908221332053, 0.9890739562077717, 0.0986054019005743, -0.462491805566889, -0.973535571772025, -0.5443623425466392]","0.7897734973211148"
"1","323800607595600140627853386687066537986","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.022742379839157223, -0.7119429902954242, -0.006375898209701249, 0.4362530157992837, -0.11307058667710346, -0.310172183807458, -0.7405998501038086, -0.46639367513020413]","0.09681825662080756"
"1","323804782127483017216500374359959011330","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.5996519048802791, 0.018007846896054197, -1.2222098054261803, -0.00723259238826458, 0.45142592498969736, 0.9831244902409926, 0.6251676686998863]","0.016809536656121282"
"0","323810997576832261253784587882862870530","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.03999175891723281, 1.3092965471771885, -0.006375898209701249, 0.34411619239786906, -0.01837343389235288, 0.2991063032302663, 0.19114303656905687, 0.0014183293684060325]","0.6377572479003988"
"0","323815500905589572038034221078850699266","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 1.3092965471771885, -0.006375898209701249, 0.8048003094049424, 0.054042035884221094, 0.2991063032302663, -0.27472840676737587, -0.3884250077137691]","0.23989515579090448"
"1","323828560083616798228799764928184582146","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, 0.5232589492711723, -0.006375898209701249, -0.024431101207789616, 0.02061951137195618, 1.2130240337868528, 0.2843173252363434, -0.3884250077137691]","0.4107780566756104"
"0","323844094349440970037471731090526961666","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, 1.084714376346898, -0.006375898209701249, 0.7126634860035277, 0.0651828773883094, 0.22294649235055078, -0.2281412624337326, -0.31045634029733404]","0.7735218846833969"
"1","323853243617648117283876217388061032450","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.5917970971015084, 0.08075389462929632, 0.2986767784408821, -0.006375898209701249, 0.34411619239786906, 0.04290119438013279, 0.7560651685085595, -0.1815541181000893, -0.5443623425466392]","0.16185838098480398"
"1","323859680905852401261305692834025832450","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.5917970971015084, -0.005493000761081634, -0.2627786486348436, 0.018007846896054197, 0.34411619239786906, 0.09303498114853015, 0.37526611410998184, -0.461076984101949, -0.5443623425466392]","0.1483110970277497"
"1","323871133336743838170605655769897631746","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.6734216289932837, -0.022742379839157223, 2.5444984867437848, -0.006375898209701249, 0.15984254559503971, -0.00723259238826458, 2.27926138610287, 0.8433630572400627, -0.46639367513020413]","0.5261725480872695"
"1","323875951201306330585673903019666833410","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, -1.7750307458346681, 0.09303498114853015, 0.2991063032302663, 1.4955830779110686, 1.0929796731984964]","0.40355321807765077"
"1","323880290527767236842744717579677466626","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, -0.005493000761081634, 0.07409460761059179, -0.10391087863272302, 0.8048003094049424, -0.00723259238826458, -0.1578525620480269, -0.7405998501038086, -0.5443623425466392]","0.4303627627372453"
"1","323884440498919734008747867411796066306","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, -0.3008415714120336, 0.037330773628088634, 0.37526611410998184, 0.004794459234483779, -0.23248767288089903]","0.5211264392161319"
"0","323893265723942197914011596114573262850","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, 1.4215876325923336, -0.03075964331545669, 0.34411619239786906, 0.15988003017305996, 0.37526611410998184, 0.2843173252363434, 0.0014183293684060325]","0.20362637624530078"
"1","323897162957256274576078638699341021186","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, 0.6355500346863175, -0.07952713352696758, -0.8536625118205216, -0.00723259238826458, 1.2130240337868528, 1.1228859232419224, 0.31329299903414615]","0.008405285052873745"
"1","323902381716321089168695109281498923010","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.9365251611257145, -0.006375898209701249, -0.024431101207789616, 0.04290119438013279, 0.22294649235055078, -0.3679026954346624, -0.3884250077137691]","0.3223905036287207"
"0","323906523764657334907565315917073219586","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 1.084714376346898, -0.006375898209701249, 0.34411619239786906, -0.14092269043732422, 0.22294649235055078, 0.1445558922354136, 0.0014183293684060325]","0.35039209808550353"
"1","323911536530499612412904043284960247810","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.06119915803269455, 0.011756378316993955, -0.48736081946513393, -0.006375898209701249, 0.7126634860035277, 0.10417582265261846, -0.310172183807458, -0.8803612831047384, -0.5443623425466392]","0.49036321710091246"
"1","323916255359858961996151930920492990466","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.07449051707338399, -0.9365251611257145, -0.006375898209701249, 0.4362530157992837, -0.06850722066075025, -0.462491805566889, -0.8337741387710952, -0.46639367513020413]","0.12153960296164101"
"1","323920196960944046647646393574171475970","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 0.18638569302573693, 0.11554282731907599, 0.896937132806357, -0.00723259238826458, -0.3863319946871735, -0.8337741387710952, -0.5443623425466392]","0.7768115377676453"
"0","323924865876561012244361597277015506946","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[4.632172943972115, -0.022742379839157223, 2.3199163159134946, -0.006375898209701249, 1.726168543419089, 0.003908249115823724, -2.747286131958355, -0.7871869944374519, 0.7031363361163212]","0.7093588793656845"
"1","323928786086042218044484909673827401730","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.510172565209733, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, 0.34411619239786906, -0.00723259238826458, -0.08169275116831136, -0.6474255614365221, -0.5443623425466392]","0.19812269184726072"
"1","323933744976733985848675705747529662466","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, 0.029005757395069543, -0.15048756321969847, -0.006375898209701249, 0.7126634860035277, -0.00723259238826458, -0.23401237292774243, -0.7405998501038086, -0.46639367513020413]","0.17999597909735998"
"1","323939534178568903144522849846129983490","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.06119915803269455, 0.046255136473145136, -0.8242340757105694, -0.006375898209701249, 0.5283898392006984, -0.07964806216483855, -0.6148114273263201, -0.8803612831047384, -0.46639367513020413]","0.6383866483968992"
"1","323945166508642042195583191043410100226","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.48736081946513393, -0.03075964331545669, 0.15984254559503971, 0.08189413964444185, 0.45142592498969736, -0.41448983976830567, -0.5443623425466392]","0.7019715193552565"
"0","323949327571737291358593603971681746946","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, 0.011756378316993955, 1.4215876325923336, -0.006375898209701249, 0.34411619239786906, -0.00723259238826458, 0.37526611410998184, 0.2843173252363434, 0.0014183293684060325]","0.7307206448194608"
"1","323953682743830700469930304924780986370","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, -0.005493000761081634, 0.2986767784408821, 0.09115908221332053, 0.4362530157992837, -0.17434521494958913, 0.37526611410998184, -0.3213155511010191, -0.46639367513020413]","0.40125415459177916"
"1","323958109221270372417772472383136989186","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -1.1611073319560048, -0.006375898209701249, -0.3008415714120336, -0.05736637915666194, 0.0706268705911197, -0.2281412624337326, -0.23248767288089903]","0.4855229282053535"
"0","323962304352475502715147234377456549890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.03999175891723281, 1.1970054617620431, -0.006375898209701249, 0.8048003094049424, 0.031760352876044486, 0.2991063032302663, -0.3213155511010191, -0.3884250077137691]","0.41616983496871096"
"1","323966329935412852485441178503423852546","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, 0.011756378316993955, 2.8813717429892205, 0.21307780774209775, -0.3008415714120336, -0.00723259238826458, 2.7362202513811633, 1.4489959335774252, -0.23248767288089903]","0.42453476407636626"
"1","323970918830585678676573780411176583170","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.42854803331795766, -0.022742379839157223, -0.7119429902954242, -0.055143388421212136, 0.34411619239786906, -0.00723259238826458, -0.08169275116831136, -0.6474255614365221, -0.46639367513020413]","0.7427474770455958"
"0","323974648892476850240888500618209132546","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, 0.011756378316993955, -0.9365251611257145, -0.006375898209701249, -1.1300729820247655, 0.009478669867867875, -1.1479301034843288, 0.7501887685727762, 1.2489170080313665]","0.3764017670374614"
"1","323978600000941436604103474497161658370","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, 0.08075389462929632, 0.2986767784408821, -0.006375898209701249, 0.4362530157992837, -0.00723259238826458, 0.45142592498969736, -0.3213155511010191, -0.5443623425466392]","0.3405314112354424"
"1","323982699266069924640231380619002773506","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.2627786486348436, -0.006375898209701249, -0.20870474801061895, 0.02061951137195618, 0.679905357628844, 0.05138160356812705, -0.31045634029733404]","0.34316247772596875"
"1","323987053645881708608225521794513240066","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, -0.4851152182148629, -0.0852184829168827, 0.37526611410998184, 0.19114303656905687, 0.0014183293684060325]","0.6174523942747341"
"1","323993856968196808487593863255677861890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.5917970971015084, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, 0.34411619239786906, 0.13202792641283922, 0.2991063032302663, -0.5076641284355923, -0.5443623425466392]","0.3555355628830882"
"1","324008314523292411443218749313585905666","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.9365251611257145, -0.006375898209701249, -1.314346628827595, 0.12645750566079506, 0.22294649235055078, 0.9831244902409926, 0.7031363361163212]","0.011148217123783666"
"1","324014534726331406336363218449126785026","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, 1.9830430596680593, -0.07952713352696758, -0.761525688419107, -0.00723259238826458, 2.2031015752231546, 1.5887573665783552, 0.2353243316177111]","0.04528103259452099"
"1","324018870091384186880916337174089170946","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, 0.8048003094049424, -0.0016621716362204277, -0.5386516164466045, -0.973535571772025, -0.5443623425466392]","0.20577927275338048"
"1","324023323506399113679332470279537557506","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.42854803331795766, -0.03999175891723281, -0.8242340757105694, -0.006375898209701249, 0.34411619239786906, -0.00723259238826458, -0.1578525620480269, -0.6474255614365221, -0.46639367513020413]","0.5751056952643707"
"1","324028011436775082700887064117228208130","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, -1.1300729820247655, 0.02061951137195618, 0.2991063032302663, 0.7967759129064195, 0.4692303338670162]","0.6659510104855246"
"1","324032105948213819881853898468581572610","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.06119915803269455, -0.005493000761081634, -0.9365251611257145, -0.006375898209701249, 0.5283898392006984, -0.17434521494958913, -0.6909712382060357, -0.9269484274383817, -0.46639367513020413]","0.697259426707749"
"1","324035721129269345762879108036886134786","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.020425373859080814, 0.08075389462929632, 0.2986767784408821, -0.006375898209701249, 0.5283898392006984, -0.00723259238826458, 0.14678668147083523, -0.461076984101949, -0.46639367513020413]","0.4170398082212824"
"1","324039518535098654453279150440575008770","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.10204990575085618, 0.011756378316993955, -0.8242340757105694, -0.10391087863272302, 0.5283898392006984, -0.00723259238826458, -0.462491805566889, -0.8803612831047384, -0.5443623425466392]","0.48672977719083854"
"0","324044032955798717235235230574865154050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 1.1970054617620431, -0.006375898209701249, 0.34411619239786906, 0.031760352876044486, 0.2991063032302663, 0.19114303656905687, 0.0014183293684060325]","0.6052684591778972"
